,Date,Keypresses,7_day_ma,28_day_ma,365_day_ma,percentile,rank,Weekday
554,2022-03-29,39656,33908.28571428572,15484.142857142857,24249.01917808219,78.08326787117046,280.0,Tuesday
555,2022-03-30,30980,29661.428571428572,15662.357142857143,24170.24383561644,61.822466614296935,487.0,Wednesday
556,2022-03-31,48381,33919.142857142855,16548.89285714286,24146.868493150683,88.76669285153181,144.0,Thursday
557,2022-04-01,37320,36664.57142857143,17823.428571428572,24151.57808219178,73.76276512175963,335.0,Friday
558,2022-04-02,18316,34378.42857142857,18466.25,24121.93698630137,38.57030636292223,783.0,Saturday
559,2022-04-03,15866,33755.28571428572,18658.964285714286,24063.70684931507,34.72113118617439,832.0,Sunday
560,2022-04-04,47193,33958.857142857145,19076.10714285714,24173.312328767122,87.35271013354281,162.0,Monday
561,2022-04-05,37989,33720.71428571428,20105.39285714286,24143.358904109587,75.01963864886095,319.0,Tuesday
562,2022-04-06,14892,31422.428571428572,20326.10714285714,23997.0,33.464257659073056,848.0,Wednesday
563,2022-04-07,35328,29557.714285714286,21294.0,23922.095890410958,70.1492537313433,381.0,Thursday
564,2022-04-08,18277,26837.285714285714,21941.428571428572,23870.76712328767,38.413197172034565,785.0,Friday
565,2022-04-09,7538,25297.571428571428,22194.964285714286,23874.75890410959,23.33071484681854,977.0,Saturday
566,2022-04-10,21223,26062.85714285714,22947.60714285714,23932.904109589042,44.069128043990574,713.0,Sunday
567,2022-04-11,38762,24858.428571428572,24330.964285714286,23994.94794520548,76.19795758051846,304.0,Monday
568,2022-04-12,54136,27165.14285714286,26246.5,24019.44109589041,92.69442262372348,94.0,Tuesday
569,2022-04-13,27949,29030.428571428572,27223.678571428572,23979.813698630136,56.5593087195601,554.0,Wednesday
570,2022-04-14,43159,30149.14285714286,28649.25,24020.430136986302,82.79654359780048,220.0,Thursday
571,2022-04-15,18929,30242.285714285714,29303.785714285714,23946.301369863013,39.98428908091123,765.0,Friday
572,2022-04-16,12806,30994.85714285714,29207.714285714286,23930.865753424656,30.243519245875884,889.0,Saturday
573,2022-04-17,6992,28961.85714285714,29323.785714285714,23907.791780821917,22.388059701492537,989.0,Sunday
574,2022-04-18,24739,26958.571428571428,29582.071428571428,23880.41095890411,49.96072270227808,638.0,Monday
575,2022-04-19,36764,24476.85714285714,29817.75,23880.008219178082,72.66300078554595,349.0,Tuesday
576,2022-04-20,42571,26565.714285714286,29170.0,23847.438356164384,82.1681068342498,228.0,Wednesday
577,2022-04-21,16420,22745.85714285714,29092.964285714286,23795.23287671233,35.58523173605656,821.0,Thursday
578,2022-04-22,30101,24341.85714285714,29521.5,23799.23287671233,60.48703849175177,504.0,Friday
579,2022-04-23,0,22512.428571428572,28295.821428571428,23764.372602739724,2.9065200314218385,1237.0,Saturday
580,2022-04-24,9738,22904.714285714286,27921.178571428572,23690.271232876712,26.394344069128046,938.0,Sunday
581,2022-04-25,61200,28113.428571428572,28472.321428571428,23845.347945205478,96.54359780047133,45.0,Monday
582,2022-04-26,62596,31803.714285714286,29291.60714285714,23983.28493150685,97.01492537313433,39.0,Tuesday
583,2022-04-27,25653,29386.85714285714,29101.35714285714,24019.687671232878,51.53181461115474,618.0,Wednesday
584,2022-04-28,29728,31288.0,28435.178571428572,24060.216438356165,59.70149253731343,514.0,Thursday
585,2022-04-29,21314,30032.714285714286,27863.535714285714,24117.750684931507,44.14768263943441,712.0,Friday
586,2022-04-30,16751,32425.714285714286,27807.64285714286,24149.02191780822,36.05655930871956,815.0,Saturday
587,2022-05-01,7976,32174.0,27525.85714285714,24167.964383561644,23.802042419481538,971.0,Sunday
588,2022-05-02,39248,29038.0,27242.10714285714,24268.58904109589,77.29772191673213,290.0,Monday
589,2022-05-03,72910,30511.428571428572,28489.285714285714,24401.624657534245,99.057344854674,13.0,Tuesday
590,2022-05-04,25501,30489.714285714286,28868.178571428572,24416.419178082193,51.29615082482325,621.0,Wednesday
591,2022-05-05,7581,27325.85714285714,27877.214285714286,24437.18904109589,23.487824037706208,975.0,Thursday
592,2022-05-06,0,24281.0,27224.464285714286,24377.227397260274,2.9065200314218385,1237.0,Friday
593,2022-05-07,943,22022.714285714286,26988.928571428572,24321.301369863013,10.683424980361352,1138.0,Saturday
594,2022-05-08,0,20883.285714285714,26230.964285714286,24294.353424657533,2.9065200314218385,1237.0,Sunday
595,2022-05-09,19892,18118.14285714286,25557.035714285714,24339.520547945205,41.555380989787906,745.0,Monday
596,2022-05-10,26799,11530.857142857143,24580.714285714286,24297.734246575343,54.516889238020426,580.0,Tuesday
597,2022-05-11,16872,10298.142857142857,24185.10714285714,24274.821917808218,36.37077769049489,811.0,Wednesday
598,2022-05-12,17690,11742.285714285714,23275.5,24211.575342465752,37.5490966221524,796.0,Thursday
599,2022-05-13,46422,18374.0,24257.39285714286,24245.312328767122,86.56716417910447,172.0,Friday
600,2022-05-14,41497,24167.428571428572,25282.071428571428,24280.18904109589,80.36135113904163,251.0,Saturday
601,2022-05-15,7371,25220.428571428572,25295.60714285714,24300.383561643837,23.095051060487037,980.0,Sunday
602,2022-05-16,34980,27375.85714285714,25661.35714285714,24376.660273972604,69.67792615868028,387.0,Monday
603,2022-05-17,9313,24877.85714285714,24680.964285714286,24304.145205479454,25.60879811468971,948.0,Tuesday
604,2022-05-18,565,22548.285714285714,23180.75,24217.687671232878,9.426551453260016,1154.0,Wednesday
605,2022-05-19,525,20096.14285714286,22613.071428571428,24122.775342465753,9.26944226237235,1156.0,Thursday
606,2022-05-20,1525,13682.285714285714,21592.5,24042.85205479452,12.49018067556952,1115.0,Friday
607,2022-05-21,4008,8326.714285714286,21735.64285714286,23996.61917808219,17.75333857030636,1048.0,Saturday
608,2022-05-22,8555,8495.857142857143,21693.39285714286,23965.972602739726,24.666142969363708,960.0,Sunday
609,2022-05-23,20302,6399.0,20232.75,23966.320547945204,42.2623723487824,736.0,Monday
610,2022-05-24,26662,8877.42857142857,18949.39285714286,23938.44109589041,54.28122545168892,583.0,Tuesday
611,2022-05-25,26995,12653.142857142857,18997.321428571428,23885.290410958904,55.06677140612726,573.0,Wednesday
612,2022-05-26,62030,21439.571428571428,20150.964285714286,23948.786301369862,96.85781618224667,41.0,Thursday
613,2022-05-27,34996,26221.14285714286,20639.60714285714,23982.54520547945,69.75648075412411,386.0,Friday
614,2022-05-28,13718,27608.285714285714,20531.285714285714,23948.58630136986,31.893165750196385,868.0,Saturday
615,2022-05-29,9122,27689.285714285714,20572.214285714286,23923.468493150685,25.294579732914375,952.0,Sunday
616,2022-05-30,23474,28142.428571428572,20008.85714285714,23908.33698630137,47.604084838963075,668.0,Monday
617,2022-05-31,19791,27160.85714285714,18111.75,23949.317808219177,41.24116260801257,749.0,Tuesday
618,2022-06-01,12933,25152.0,17662.89285714286,23916.72602739726,30.63629222309505,884.0,Wednesday
